wk2_control,wk2_control,wk2_control,wk2_control,wk2_control,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk10_control,wk10_control,wk10_control,wk10_control,wk10_control,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk14_control,wk14_control,wk14_control,wk14_control,wk14_control,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas
0.41982,1.2595,0.83964,1.2595,0.83964,0.83964,0.41982,0.41982,0,0.41982,0.41982,1.4198,0,0,0,0,0,0,0,1,0.83964,2.0991,2.0991,1.2595,0.41982,2.0991,0.83964,1.6793,1.2595,0.41982
0.88138,1.6324,0,0,0.88138,0.75104,0,0,0.88138,1.7628,0.88138,0,0,0.26069,0.13034,0,0,0.13034,0,0,1.7628,2.0235,0,0.88138,1.7628,1.1421,1.0117,1.0117,1.6324,1.0117
0,1.0259,0.61551,0.61551,0.41034,0.82068,1.0259,0.61551,0,0.41034,1.0259,0.41034,0,0.41034,0.20517,2.0517,1.0259,0,0,0.82068,1.0259,0.82068,0.82068,1.231,0.61551,1.0259,1.4362,1.6414,0.61551,0.82068
0.20036,0.10018,1.6432,0.20036,0.87168,0.30053,0,1.543,0.7715,0.20036,0,0.30053,0,0,0,0,0.40071,0,0,0.50089,0.97185,1.072,1.1722,3.557,1.2724,1.1722,1.1722,2.615,0.20036,2.7152
0.81075,0,2.601,0,0,3.7902,0,1.7902,1.7902,0.81075,0,0,0,0,0,0,0,0,0,0,0,5.0332,4.4117,1.6215,1.9589,0,0.97947,1.6215,1.7902,0.81075
0.25412,0,0.76237,1.0343,0.78018,1.0165,0,0.76237,1.0343,0.76237,0,0,0.50825,0.25412,0.25412,5.1149,0.76237,0.25412,0.50825,1.2706,0,0.76237,0,1.2706,1.2706,0.50825,2.831,0.76237,1.7967,2.5918
0,0,0.7496,0.3748,0.7496,0.3748,0,0.3748,0.7496,0.7496,0,0,0,0,0,0,0,0,0,0.3783,1.1244,1.4992,1.874,1.874,1.874,1.1244,1.4992,1.4992,1.4992,1.874
0.60136,0,0.60136,0,0,0,0.90204,0,0.60136,0.60136,0.30068,1.8041,2.1047,1.5034,1.2027,4.2095,0.90204,3.9088,4.8109,2.1047,1.2027,0.90204,0.90204,0.90204,0.90204,0.90204,0.30068,0.60136,0,1.2027
1.3843,0.46144,0.46144,0.46144,0.46144,3.2301,0,1.8458,0.92288,0.46144,0,0,0,0,0,0.46144,0,0,0,0,1.8458,4.1529,4.1529,1.8458,2.3072,2.3072,0.46144,2.7686,0.46144,0.46144
0,0,1.398,4.2151,0,0,0,3.5539,0,2.8186,0.045154,0,0,0.06773,0.022577,0.06773,0.74416,0,0,0.76674,0,2.1196,1.4584,2.1123,0,1.4206,0.015243,1.398,4.1941,0
0.5763,1.5848,0.28815,0.43222,0.86445,0.14407,1.0085,0.72037,0.43222,1.0085,0,0,0.28815,0,0,0,0,0.14407,0,0.28815,1.7289,1.2967,0.5763,0.86445,1.2967,1.2967,1.0085,1.1526,1.1526,0.72037
0.3419,0.3419,0.68002,0.68002,1.0219,1.3021,0,1.9614,0.6838,0.6838,0,0,0,0,0,0,0,0,0,0,0.6838,1.3676,1.0257,1.5835,0.6838,1.0257,1.6452,1.0219,0.6838,1.0257
0,0.44844,0,0.17938,0,0.17938,0.8072,0.17938,0,0,1.7938,1.5247,1.9731,1.2556,1.8835,2.9597,1.2556,1.1659,2.3319,1.7938,0.8072,0,0,0.53813,0.35875,0.44844,0.26907,0.44844,0.26907,0
0,0,0,0,0,0,0,0,0,0,1.0987,1.4789,1.3409,0.9699,1.1392,1.5495,1.0683,0.97486,0.40943,2.1983,1.321,1.5133,0,0,0,0,0,1.4108,0,0
0,0,0,0.90308,0,0,0,0.90308,0,0.90308,1.8062,1.8062,2.7092,2.7092,0,1.8062,1.8062,1.8062,0.90308,3.6123,0.90308,0.90308,0.90308,0.90308,1.8062,0.90308,0,1.8062,0,0
0.46618,0,1.7042,0.46618,0.46618,1.2916,0,2.5831,0,1.2916,0.87887,0,0.41268,0.41268,0,0.93237,0,0,0,0,0.82537,1.2916,1.2916,0.87887,1.2916,2.1704,0.87887,2.1704,0.87887,1.2916
0.58243,1.1649,0,0,0,0,1.1649,0,0,0,0,1.7473,1.7473,0.58243,2.9122,5.8243,0,4.6595,4.6595,1.1649,0.58243,1.1649,0,0.58243,0.58243,0.58243,0.58243,0,0,0
0.65484,0.32742,0.32742,0,1.6371,0.32742,0,0.98226,0.98226,1.6371,0,1.3097,0.32742,0.32742,0,0,0.32742,0.32742,0,0,0.98226,1.6371,1.9645,2.6194,0.65484,1.3097,3.6016,0.98226,1.3097,1.3097
0,0,0.92653,0.26668,1.1092,1.1932,0,1.6425,0.18265,1.3759,0,0,0,0,0,0,0,0,0,0,2.4908,1.3759,0.26668,0.53912,0.18265,2.8415,3.0241,2.5691,0.18265,2.1197
0.75009,0.75009,0,0.75009,0,2.2503,0.75009,1.5002,0,0,0,2.2503,3.0004,3.0004,3.0004,2.2503,0,3.0004,0,1.5002,0,0.75009,1.5002,0,0,0,0,0,0,0
0.76226,1.5245,0.38113,0.38113,0.38113,0.38113,0.76226,0.38113,0,0.76226,0,2.6679,4.1924,0,2.2868,4.1924,0,4.5736,2.2868,3.4302,1.9056,0.76226,0.38113,1.1434,0.38113,0.76226,0,0.76226,0.76226,0.76226
0,0,0.73186,1.0457,0,1.3943,0,0.69714,0.34857,1.429,0,0,0,0,0,0,0,0,0,0.34857,1.429,2.1609,2.5094,0.69714,1.3943,1.7776,0.34857,1.429,0.69714,1.429
0.53351,0,0.74723,0.62679,0.71876,0.62679,0.41307,0.81204,0.81073,1.0271,0.66576,0,0,0.18656,0,0.95577,0,0,0,0.093281,1.611,1.049,1.2251,1.198,1.198,1.7174,1.0516,1.4673,0.98424,1.0529
0.57881,1.7364,0,0,0.57881,0,1.1576,0,0.57881,0.57881,0,2.3153,1.1576,1.1576,3.4729,1.1576,0,1.7364,1.1576,0.57881,2.3153,0.57881,0,0.57881,0,0,0.57881,0,0,0.57881
0.41911,0,0.92204,0.7544,0.41911,1.0059,0,0.67058,0.58675,0.92204,0,0,0,0,0,0,0,0,0,0,1.1735,1.8441,1.2573,1.5926,0.92204,1.6764,1.5926,2.0955,1.425,1.0059
0,0.62738,0.62738,0.62738,0,0,0.62738,0,0,0.62738,3.1369,2.5095,2.5095,1.2548,3.1369,0.62738,0.62738,1.2548,0,1.2548,1.8821,1.2548,0,0.62738,0,1.2548,0,0,0,0
0,1.0503,0.99174,0.94777,0,0,1.3819,1.0454,0,0,0,0.13193,0,0.30784,0,4.0887,0,0,0.46401,0.17591,1.8221,1.9101,0,1.9395,1.9444,0,0,2.0275,0,1.9932
0,0,0,0,0,0,0,0,0,0,1.159,1.235,1.881,1.691,1.615,3.1539,1.349,1.311,1.843,2.489,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.5825,3.0876,3.2776,3.1653,2.4012,3.8644,4.7059,1.8836,1.5503,4.9206,0,0,0,0,0,0,0,0,0,0
0.63892,0,0.56864,0.59222,0.64027,0.83737,0.61579,0.76485,0.91034,0.76351,0.2265,0,0.3493,0.42316,0,0.69323,0,0,0,0.62116,1.6476,1.7223,1.5533,1.4781,1.3562,1.5511,1.5243,1.6503,1.3766,1.576
0,0,2,1,0,0,0,0.43222,0.43222,1.4322,0,0,0,0,0,0,0,0,0,0,0.43222,0,1,4.4322,0.43222,0,2.8644,1,3,1
3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,5,14.302,0,11.302,0,4
0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,1,3
0,0,0,0,0,0,0,0,2,0,0,1,4,2,0,2,0,0,0,2,1,0,0,0,0,0,6,0,0,5
0,0,0,0,0,0,1.6074,0.30368,0,0,2.911,1.2147,2.911,1.3037,2.8221,0.30368,2.911,1.6074,0,2.911,0.30368,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,1,0,3,0,4,0,0
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,1,0,2
0,0,3,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,2
1,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,6
0,0,5.9226,0.97421,0,5.8968,0,1.9742,1.9742,1,0,0,0,0.97421,0.97421,0,0,0,0,0,0,3.9226,4.9484,1.9484,0,0,0,1.9484,0,0
0,0,0,0,0,0,0.62347,0.31173,0,0,3.9352,4.2469,1.9352,4.3117,1.8704,1.3117,3.9352,1.6235,0,1.9352,0.31173,0,0,0,0,0,0,0,0,0
1,0,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,1,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,3,0,0
0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,2,1,0
1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,2,3,0,1,0,1,0,0,0,0
0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,1,0,2,0,1
1,0,0,0,0,1,0,2,0,2,0.63239,0,0,0.63239,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
0,0,0.96263,0,0,1.9626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.9626,2,2,2,1.9626,0,1,0,0
0,0,1.1065,1.5533,0.55327,0.55327,0,1.1065,0.55327,1.1065,0,0,0,0,0,0,0,0,0,0,0.55327,2.1065,3.1065,1.6598,0.55327,0.55327,1.1065,0,0.55327,1.1065
1.8544,0,0,0.85438,0,0.85438,0,1,0,0.85438,0,0,0,0,0,0,0,0,0,0,1.8544,2,2,3.5631,2.7088,0.85438,1,2.8544,0.85438,0.85438
0.30026,0.58511,0,1.2286,0.58511,0.30026,1.5135,0.94376,0.30026,0.30026,1.4821,1.1627,1.1819,0.88162,1.1819,0.60052,1.4438,0.60052,0,0.86246,1.462,1.1702,0.60052,0.88537,0.60052,0.88537,0.60052,0.88537,0.88537,0.88537
1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,1,0,1
0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,0,0,0
0,0,0,0,0,0,0.70475,1.5584,0,0,0,1.845,5.9446,0,4.3862,20.252,0,2.3751,1.5584,1.7245,0.70475,0,0,1,0.69615,0,0,0,0,0
0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,2,1,0,0,0,0,0,1,0,1,0,1
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4
0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0
0.49411,0.49411,0.49411,1,0.49411,0,0,0,0.49411,0.98821,2.1912,0.25491,1.1912,2.2549,1.1912,0,0.31864,0,0,1.3824,1.4941,0.98821,0.49411,0,0.49411,0.98821,0.49411,1.4823,0.98821,2.4823
0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0
0.99266,0,0.99266,1.2408,1.2408,0.99266,0,1.2408,0.74449,0.74449,0.24816,0.49633,0.74449,0.49633,0.49633,1.489,0,0.74449,0,0,1.2408,1.489,1.2408,1.9853,1.2408,0.99266,0.99266,0.99266,0.74449,0.99266
1,0.45437,0,0,0,1,2.4544,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0.45437,1.4544,0,0,1,0,0,0,1
0.25689,0.71564,0.25689,0.64223,0.25689,0.45874,1.2294,0.51379,0.51379,0.38534,0.89913,2.312,3.0827,0.64223,2.312,3.3396,0.64223,5.2112,2.4405,1.9267,1.0276,0,0.25689,0.51379,0.51379,0.38534,0.51379,0,0.64223,0.97253
0,3.7028,0,0.4257,0,0,0,0.4257,0,0,0,0,0,1.2771,0,0,0,0,0,0,3.5542,4.2771,1.2771,6.5542,0,2.2771,0,8.257,0,1.7028
0,0,1.6655,0.33273,0,3.9964,0,4.2978,0,0.66546,0.66546,0.33273,0,0.99819,0.33273,0.99819,0,0,0,0,1,3.2978,1.9982,1.2996,0,1.9982,0,2.2996,0,0
0,0,0.78964,0.78964,0,0,0,1.5793,0.78964,1,0,0,0,0,0,0,0,0,0,0,1,5.1586,2.5793,3.1586,0.78964,1.7896,0,2.5793,1.5793,0.78964
0.50589,0.50589,0.50589,0,0.50589,0,0,0,0.50589,1.0118,0.19574,0.26099,0.19574,1.261,0.19574,1,0.32624,0,0,1.3915,0.50589,1.0118,0.50589,0,0.50589,1.0118,0.50589,1.5177,1.0118,1.5177
0.73849,0.49233,0,0.24616,0.24616,0.49233,0.73849,0,0.24616,0,0,1.2462,1.7385,1,0.73849,4.4155,1,1.5076,2.5229,1.7385,0.98466,0.24616,0.24616,0.49233,0.24616,1.2308,0.49233,0.98466,0.73849,0.98466
0,0,0,0.5666,1.1332,0,0,0.5666,1.1332,2.1332,0,0,0,0,0,0,0,0,0,0.5666,1.5666,2.2664,1.1332,0.5666,0.5666,0.5666,1.1332,0.5666,2.2664,1.1332
0,3.2972,0,0.5743,0,0,0,0.5743,0,0,0,0,0,1.7229,0,0,0,0,0,0,4.4458,1.7229,1.7229,7.4458,0,1.7229,0,9.743,0,2.2972
0,0,0,0.78502,0.78502,0.78502,0,4.7101,0.78502,3.9251,0,0,0,0,0,0,0,0,0,0,6.2802,3.1401,4.7101,4.1401,3.8054,2.3551,0.78502,4.9251,0,0.78502
0,0,1.3558,1.3558,0.46382,2.1169,0,2.878,0.76114,0.46382,0,0,0,0,0,0,0,0,0,0,0,0.46382,0.76114,1.6888,0.46382,1.5223,1.0585,2.5807,0,1.0585
0,0.28856,0,0.57711,0,0,0.28856,1.1102,0.82162,2.7997,0,0,0,0,0,0,0,0,0,0,3.9705,3.1323,2.3768,4.0882,0,4.3327,1.3547,1.5992,0.86567,0.82162
0,0,0.86184,0.72426,0,0.36213,0.36213,0.72426,0,2.5861,0.36213,0,0,0,0,0.36213,0,0,0,0,1.4485,2.7237,2.4485,2.5861,3.0346,1.5861,0.72426,5.1722,0.36213,3.1722
0,1,1.3443,1,1,0,1,0,1.3443,1.3443,1.2867,0.3443,0.90158,0.17215,0,0,0.3443,0,0,0.6886,0,0,0,0,0,0,0,0,1,0
0.75076,0,0.72267,0.73671,0.73671,0.48178,0.48178,0.9776,0.48178,0.72267,0.96356,0.72267,0.48178,1.4453,0.24089,0.72267,0.96356,0.48178,0,1.2185,0.99165,1.4594,1.9692,1.4594,0.72267,1.7143,1.4594,1.7003,1.4594,0.9776
0,0,1.4279,0,0,1.4279,0,2.0286,0,0,0,0,0.60073,0,0,0,0,0,0,0,1,1,0,2.8557,0,1,0,1,0,1
1.8474,0.33913,1,1,1.0165,0,2.1732,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3391,0,0,0,8.4085,1.1691,2.3565,0,0.33913,0
0.69743,0,0.70353,0.70353,0.24976,0.70353,0,0.95329,2.3542,0.74927,0,0,0.45377,0,0,0.90755,0,0,0,0,0.95329,1.4528,2.6558,0.74927,2.4,1.6568,1.7483,2.2021,1.9523,3.1035
0.30458,0,0,0.60917,0.91375,0.91375,0,0.91375,0.60917,2.2183,0,0,0,0,0,0,0,0,0,0,3.1321,2.1321,1.2183,0.91375,0.91375,1.2183,2.1321,1.8275,1.2183,1.5229
0.77346,0.61347,0,0,0,0.77346,0,0,1.2269,0,0,0,0,0,0,3.3873,0,0,0,0,2.3204,2.1604,2.1604,1.3869,2.1604,2.1604,0,1.5469,0.16,0.93346
0.37264,0,0.74527,0.37264,0.74527,1.1179,0,0.74527,0.74527,1.1179,0,0,0,0,0,0,0.37264,0,0,0.74527,1.1179,1.8632,1.1179,2.2358,0.74527,1.4905,1.8632,0.74527,1.4905,0.74527
1.0659,0.53297,0.53297,0.53297,0.53297,0.53297,0.53297,0.53297,0.53297,0.53297,1.5989,1.5989,0.53297,3.1978,0,0,0,0,0,0.53297,1.0659,1.0659,0,1.0659,0,1.0659,0.53297,0.53297,1.0659,0
0,0,0,0.86749,1.735,0.86749,0.86749,2.6025,0,0.86749,0,0,0,0,0,4.3374,0,0,0,0,3.4699,1.735,1.735,1.735,0.86749,4.3374,0.86749,3.4699,0,0
0,0,1.8268,0.82681,1.6536,0,0,1.6536,0.82681,1.6536,0.82681,0,1,0,0,0,0,0,0,1.6853,0.82681,1.6536,1.6536,1.6536,0,0,0,0.82681,0.82681,0
0.8405,0.8405,0.8405,0.56033,0.8405,0.56033,0.70042,0.70042,0.70042,1.2608,0,0.70042,1.1207,1.1207,0,1.5409,0.70042,0.28017,0.42025,1.2608,1.5409,2.2413,1.8211,0.8405,0.98058,0,1.681,0.8405,0.42025,0.8405
0,0,0,0.61162,0.24303,0,0.36859,0.61162,0,0,1.1058,2.4744,1.1058,1.1058,1.4744,6.266,0.73718,1.843,1.843,1.7174,0.61162,0.36859,0,0,0,0,0,0,0,0
0,0,0.72629,0.72629,0,0.72629,0,1.4526,0.72629,1.4526,0,0,0,0.72629,0,0,0,0,0,0,0,2.9052,0.72629,3.6314,1.4526,1.4526,2.1789,1.4526,0.72629,2.1789
0,0,0.50323,0.50323,0.50323,0.50323,0,0.50323,1.0065,1.0065,0,0,0,0,0,0,0,0,0,0,0.50323,1.0065,1.5097,2.0129,0.50323,1.0065,1.0065,1.0065,0.50323,1.0065
0.27725,0.27725,0,0.5545,0.44592,0.5545,0.27725,0.5545,0.27725,0.5545,1.6635,1.9407,1.9407,0.5545,1.3862,0.83175,1.3862,1.109,0,1.109,0,1.1691,0,1.2777,0,0,0.72317,0.5545,0,0.27725
0,0,0.54894,1.0979,0.54894,1.0979,0,0.54894,0.54894,0.54894,0,0,0,0,0,0,0,0,0,0,0,1.0979,1.0979,0.54894,1.0979,1.0979,1.6468,1.0979,0,1.6468
0,1.1701,0,0,0,0,0,0,0,0,1.7551,1.1701,4.5102,2.3401,1.1701,0,2.3401,0,0,1.1701,1.7551,0,0,0,0,0,0,0,0,0
0.49002,0,0.68628,0.78462,0.29375,0.88211,0.19584,0.49044,0.68628,0.49044,0.88254,0.88211,0.98003,1.0784,0.49086,2.2559,1.0779,0.2946,1.0801,1.9592,1.1763,0.78419,1.2746,0.39167,1.4705,0.98045,0.88254,0.88254,0.68628,1.0784
0.85647,0,0.28549,0.57098,0.48304,0.54932,0,0.26383,0.57098,0,0.17589,0.83481,1.1203,0,0.52766,5.1212,0,0.70355,1.7354,3.0998,0,0,0.28549,0.19755,1.2299,1.0757,1.3178,1.2299,0.57098,1.5817
0.44761,0.44388,0.89521,0.78238,0,0.67327,0,0.89521,0.66582,0.77866,0.21822,0,0.21822,0,0,0.55299,0,0,0,0.21822,2.0086,1.4445,1.4482,1.6701,1.1134,1.2225,1.23,1.1172,0,1.1134
0.41917,1.2575,0.83834,0.41917,0.41917,1.2575,0.41917,1.2575,0.41917,0,0,0,0,0,0,0,0,0,0,0,1.2575,0.41917,1.2575,0.83834,2.0959,0.41917,1.6767,0.83834,2.0959,2.0959
0.50055,1.6431,2.1183,0.3337,1.3094,0.66739,0.50055,1.3094,0.50055,0,0,0,0,0,0,0,0,0,0,0.22894,0,0.83424,0,2.452,0,1.4763,1.4763,5.2124,1.6431,0.50055
0.46959,0.17922,0.96102,0.78601,0.93606,0.55158,0.29037,0.67065,0.86382,0.96102,0.19314,0,0,0.30429,0,0,0,0,0,0.60859,0.9513,1.4427,1.2514,1.7405,1.0958,1.5515,2.1291,1.8388,1.9378,2.1351
0.34846,0.52268,0.69691,0.87114,0.52268,1.0454,0.34846,1.0454,0,0.87114,0.34846,0,0,0.34846,0,0.17423,0.34846,0,0,0.34846,1.7423,1.3938,1.5681,1.5681,0.52268,0.87114,0.87114,1.7423,1.3938,1.0454
0.45538,0,0.91076,0.91076,0.91076,0.91076,0,0.91076,1.9108,0.91076,0,0,0,0,0,0,0,0,0,0,0.45538,1.3661,1.3661,1.8215,1.3661,1.3661,0.91076,1.3661,1.8215,1.8215
0,0.64447,0.53664,0,0,0,0.85888,0,0,0,0.37741,0.64573,1.0758,0.26916,0.91363,2.0425,0.32349,1.3441,1.8812,0.59223,1.6112,1.1285,1.3416,0,1.0737,1.4507,0.7523,0,0.91237,0
0.81807,0,0,0,0,0,0.81807,0,0,0.81807,0,0,0,0,2.4542,7.3626,0,2.4542,2.4542,0,1.6361,1.6361,0,0.81807,2.4542,1.6361,0.81807,1.6361,0.81807,0
0.75734,0,1.5147,0.75734,1.5147,1.5147,0,1.5147,0,0,0,0,0,0,0,0,0,0,0,0,0.75734,0.75734,0.75734,0.75734,5.3014,0,5.3014,1.5147,2.272,1.5147
0,0,1.1184,0.44734,0.44734,0.89468,0,0.89468,0.44734,0.67101,1.7894,0.89468,0.89468,0.89468,0,1.1184,0.44734,0,0.44734,0.89468,1.7894,1.1184,1.342,1.5657,0,2.4604,0.89468,1.1184,0.67101,0.89468
0.50419,0.50419,1.1764,1.1764,0.67225,1.6806,0.33612,1.1764,0.16806,0.70639,0.16806,0,0,0.16806,0,0.67225,0.16806,0,0,0.16806,1.1764,1.5467,1.2106,0.53833,0.84031,1.7148,0.50419,1.1764,0.70639,0.67225
0.61193,0,1.7013,1.0709,1.9888,2.9252,0,1.5298,0.61193,0.15298,0.15298,0.30597,0,0.9179,0,0,0.15298,0,0,0,0.61193,1.2421,1.9888,1.3768,0.45895,0.76492,0,1.0709,0.61193,0.76492
0.65501,0,0.65501,0.65501,0.65501,1.31,0,0.65501,0.65501,0.65501,0,0,0,0,0,0,0,0,0,0,1.31,0.65501,1.965,0.65501,1.31,1.31,1.31,1.965,1.31,1.965
0.5493,2.1972,0,0.5493,0.5493,0,2.6479,1.0986,0.5493,1.0986,0,0,0,0.5493,0,0,0,0,0,0,1.0986,2.1972,1.0986,2.1972,0.5493,0.5493,0.5493,2.1972,0.5493,0.5493
0.79898,1.598,0,1.598,0,0,0.79898,0.79898,0,0.79898,0,0,0,0,0,0,0,0,0,0,1.598,4.7939,4.7939,2.3969,0,4.7939,1.598,1.598,0,0.79898
0.64367,0.3034,0.98394,0.68054,0.83224,0.83224,0.89103,0.9279,0.52884,0.52884,0,0,0,0,0,0,0,0,0,0,1.2873,0.94707,1.4286,1.4846,1.0664,1.2873,1.1725,1.6276,1.1356,1.1165
0.5529,0.5529,1.2901,1.2901,0.73721,1.843,0.3686,1.2901,0.1843,0.77465,0.1843,0,0,0,0,0.73721,0.1843,0,0,0.1843,1.2901,1.6962,1.3276,0.59035,0.92151,1.8805,0.5529,1.2901,0.77465,0.73721
0.43702,0,1.1727,0.21851,1.9083,0.65553,0,1.1727,0.43702,0.95414,0,0,0,0,0,0,0,0,0,0,1.3912,2.1268,0.65553,3.518,0,0,1.3912,1.8282,0.65553,2.3453
0.27193,0.40948,0.40948,0.54544,0.54386,0.40948,0.13596,1.7393,0.40789,1.7393,0.54861,0.2751,0.41106,0.68616,0.27351,0.68457,0.2751,0,0,0.41264,1.4988,1.7393,0.95333,1.3612,3.613,2.4207,2.0128,0.81895,0.68141,1.2268
0.50658,0.50658,1.182,1.182,0.67544,1.6886,0.33772,1.182,0.16886,0.50658,0.16886,0,0,0,0,0.67544,0.16886,0,0,0.16886,1.182,1.3509,1.0132,0.33772,0.8443,1.5197,0.50658,1.182,0.50658,0.67544
0,0,0.84725,0,0,1.6945,0,0,0.84725,0.84725,1.6945,0.84725,1.6945,1.6945,0,1.6945,0,0,0,1.6945,0.84725,1.6945,2.5417,0.84725,0.84725,0.84725,0.84725,0,0,1.6945
0.4495,0.40573,1.1184,0.65819,0.86141,0.65819,0.29006,1.399,0.54939,0.57411,0,0,0,0,0,0.30858,0.29968,0,0,0.70541,0.18744,0.58699,0.9989,1.0988,1.843,1.2909,2.7316,1.3164,2.5284,2.9377
0,0,2.0564,1.5673,0.53618,2.4472,0,3.8162,0.87989,0.53618,0,0,0,0,0,0,0,0,0,0,0,0.53618,0.87989,1.9522,0.53618,1.7598,1.2236,2.9834,0,1.2236
0,0,0.60407,0.60407,0.60407,0.60407,0,1.2081,0.60407,0,0,0,0,0.60407,0,1,0,0,0,0,1.2081,1.8122,2.4163,1.2081,0,0.60407,1.2081,2.4163,0,1.8122
0.9607,1.7247,0.58057,0.57207,0.87883,0.57207,0.91179,0.90329,0.91179,0.90329,0.39494,0.024454,0,0,0,0.024454,0,0,0,0.60818,1.5168,1.2015,0.92774,1.7162,1.7492,1.2345,1.7492,1.1686,1.6918,0.62098
0.73496,0.82683,0,0.55122,0.55122,0.45935,0.55122,0.55122,0.45935,0.64309,0.82683,0.73496,0.64309,1.5618,0.73496,1.1024,1.1943,0.73496,0.9187,1.1024,1.0106,1.0106,0.73496,1.2862,0.55122,0,1.1024,1.2862,0.9187,0.9187
0.80797,0.34713,0.52069,0.69425,0.52069,0.34713,0,0.69425,0.52069,0.69425,0,0,0,0,0,0.28728,0,0,0,0,1.2149,1.0414,1.3287,1.5022,1.0414,1.3287,1.0414,1.7895,0.69425,1.5022
0.84094,0.84094,0,0.33637,0.84094,0.33637,0.84094,0.58866,0.92503,0.75684,0.42047,0,0.16819,0.42047,0.25228,1.1773,0,0.42047,0.33637,0.84094,1.0932,1.3455,1.2614,0.84094,1.6819,1.0091,1.3455,1.0091,0.92503,1.4296
0.78391,0.58294,0.62847,0.73428,0.34063,0.83709,0,1.0063,0.56077,1.0686,0.33024,0,0,0.36066,0.11321,0,0.61993,0,0,0.67375,1.888,1.9003,1.6255,1.4236,0.66378,1.3516,1.0671,1.5841,0.99066,0.82888
0.82746,0,0.84395,0.83571,0.82577,0.82249,0.41373,1.2445,0.86868,0.43846,0.81425,0.83571,1.2494,0,0,2.0719,0.44015,0,0,2.5021,0.46161,0.046185,1.2692,0,1.6235,1.6632,1.6565,0.87861,0,2.1016
0,4,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0
0,0.4526,0,0,0.37633,0,0,0,0,0.49484,3.28,4.3669,3.3647,2.1669,2.28,2.8735,4.2469,0.28004,0.32005,4.3601,0.86277,0.65021,0.77194,0.768,0.82571,0.73881,0.81194,0.66254,0,0
0,0,2,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,2
0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
1,0.46021,0,0,0,0,0.46021,0.46021,0,0.46021,0,2.3806,0.92041,0,3.8408,2.3806,0,1.9204,2.8408,0.46021,0.92041,0.92041,0,1,0.46021,0,0,1.4602,0,0.46021
0,0,1,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4
1.1891,0,0,0,0,0,0,0,1.3781,0.37811,2.1891,3.7519,3.3781,2.1891,0,0.56716,2.734,0,0,4.7562,0,0,0,0,0,0,0.37811,0,0,0
